source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,uppsala-botany,Tvären,58.7666700,17.4166700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628314"",""catalogNumber"":""M-628314"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären"",""decimalLatitude"":""58.7666700"",""decimalLongitude"":""17.4166700""}","{""locationDisplayLabel"":""Tvären"",""interpretedTokens"":[""Tvären""]}"
GBIF,uppsala-botany,Furusund,59.6608300,18.9058300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628327"",""catalogNumber"":""M-628327"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Blidö"",""locality"":""Furusund"",""decimalLatitude"":""59.6608300"",""decimalLongitude"":""18.9058300""}","{""locationDisplayLabel"":""Furusund"",""interpretedTokens"":[""Furusund""]}"
GBIF,uppsala-botany,"Stockholms skärgård, Skälvik",59.4494400,18.6958300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628344"",""catalogNumber"":""M-628344"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Svartsö (Stockholms skärgård), fladan vid Skälvik, just innanför strömmen"",""decimalLatitude"":""59.4494400"",""decimalLongitude"":""18.6958300""}","{""locationDisplayLabel"":""Stockholms skärgård, Skälvik"",""interpretedTokens"":[""Stockholms skärgård"",""Skälvik""]}"
GBIF,uppsala-botany,"Yxlan, Skalmsunds varv",59.6138900,18.8180600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628345"",""catalogNumber"":""M-628345"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Blidö"",""locality"":""Yxlan, Skalmsunds varv"",""decimalLatitude"":""59.6138900"",""decimalLongitude"":""18.8180600""}","{""locationDisplayLabel"":""Yxlan, Skalmsunds varv"",""interpretedTokens"":[""Yxlan"",""Skalmsunds varv""]}"
GBIF,uppsala-botany,Kalvö skärs,59.3738900,18.6141700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628347"",""catalogNumber"":""M-628347"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Kalvö skärs fyr"",""decimalLatitude"":""59.3738900"",""decimalLongitude"":""18.6141700""}","{""locationDisplayLabel"":""Kalvö skärs"",""interpretedTokens"":[""Kalvö skärs""]}"
GBIF,uppsala-botany,Fursund,59.6608300,18.9058300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628350"",""catalogNumber"":""M-628350"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Blidö"",""locality"":""Fursund på västsidan av bryggan"",""decimalLatitude"":""59.6608300"",""decimalLongitude"":""18.9058300""}","{""locationDisplayLabel"":""Fursund"",""interpretedTokens"":[""Fursund""]}"
GBIF,uppsala-botany,Mjölkö,59.6527800,19.1480600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628356"",""catalogNumber"":""M-628356"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Blidö"",""locality"":""Mjölkö"",""decimalLatitude"":""59.6527800"",""decimalLongitude"":""19.1480600""}","{""locationDisplayLabel"":""Mjölkö"",""interpretedTokens"":[""Mjölkö""]}"
GBIF,uppsala-botany,Horsviken,59.5333300,18.5441700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628357"",""catalogNumber"":""M-628357"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Ljusterö"",""locality"":""Horsviken"",""decimalLatitude"":""59.5333300"",""decimalLongitude"":""18.5441700""}","{""locationDisplayLabel"":""Horsviken"",""interpretedTokens"":[""Horsviken""]}"
GBIF,uppsala-botany,"Erstaviken, Tyresö",59.2519400,18.3133300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628358"",""catalogNumber"":""M-628358"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tyresö"",""locality"":""Erstaviken, Tyresö"",""decimalLatitude"":""59.2519400"",""decimalLongitude"":""18.3133300""}","{""locationDisplayLabel"":""Erstaviken, Tyresö"",""interpretedTokens"":[""Erstaviken"",""Tyresö""]}"
GBIF,uppsala-botany,"Norrviken, Storön, Runmarö, Mellanskärgårdssnitt, Cronholm",59.2619400,18.7216700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628359"",""catalogNumber"":""M-628359"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Djurö"",""locality"":""Norrviken, Storön (Runmarö) (där vi åt, Mellanskärgårdssnitt med Märta Cronholm)"",""decimalLatitude"":""59.2619400"",""decimalLongitude"":""18.7216700""}","{""locationDisplayLabel"":""Runmarö, Mellanskärgårdssnitt, Cronholm"",""interpretedTokens"":[""Norrviken"",""Storön"",""Runmarö"",""Mellanskärgårdssnitt"",""Cronholm""]}"
GBIF,uppsala-botany,"Åkerviken, Kanholmsfjärden",59.3413900,18.7380600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628365"",""catalogNumber"":""M-628365"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Ornö"",""locality"":""Åkerviken vid Kanholmsfjärden"",""decimalLatitude"":""59.3413900"",""decimalLongitude"":""18.7380600""}","{""locationDisplayLabel"":""Åkerviken, Kanholmsfjärden"",""interpretedTokens"":[""Åkerviken"",""Kanholmsfjärden""]}"
GBIF,uppsala-botany,"Träskö, Svartsö",59.4452800,18.6938900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628368"",""catalogNumber"":""M-628368"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""sundet mellan Träskö och Svartsö"",""decimalLatitude"":""59.4452800"",""decimalLongitude"":""18.6938900""}","{""locationDisplayLabel"":""Träskö, Svartsö"",""interpretedTokens"":[""Träskö"",""Svartsö""]}"
GBIF,uppsala-botany,"Öregrund, Ahlstrands kloak",60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628380"",""catalogNumber"":""M-628380"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund, hamnen, Ahlstrands kloak"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrund, Ahlstrands kloak"",""interpretedTokens"":[""Öregrund"",""Ahlstrands kloak""]}"
GBIF,uppsala-botany,"Öregrund hamnen, Ahlstrands kloak",60.3413900,18.4500000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628381"",""catalogNumber"":""M-628381"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Öregrund"",""locality"":""Öregrund hamnen renare del innanför Ahlstrands kloak"",""decimalLatitude"":""60.3413900"",""decimalLongitude"":""18.4500000""}","{""locationDisplayLabel"":""Öregrund hamnen, Ahlstrands kloak"",""interpretedTokens"":[""Öregrund hamnen"",""Ahlstrands kloak""]}"
GBIF,uppsala-botany,"Tvären, Olsviks-grundet SSV, Mättinge",58.7855600,17.4413900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628382"",""catalogNumber"":""M-628382"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären, Olsviks-grundet SSV om Mättinge"",""decimalLatitude"":""58.7855600"",""decimalLongitude"":""17.4413900""}","{""locationDisplayLabel"":""Tvären, Olsviks-grundet SSV, Mättinge"",""interpretedTokens"":[""Tvären"",""Olsviks-grundet SSV"",""Mättinge""]}"
GBIF,uppsala-botany,"Tvären, Olsviks-grundet",58.7855600,17.4413900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628383"",""catalogNumber"":""M-628383"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären, Olsviks-grundet, SSV Mättinge"",""decimalLatitude"":""58.7855600"",""decimalLongitude"":""17.4413900""}","{""locationDisplayLabel"":""Tvären, Olsviks-grundet"",""interpretedTokens"":[""Tvären"",""Olsviks-grundet""]}"
GBIF,uppsala-botany,"Tvären, Olsviks-grundet, Mätttinge",58.7855600,17.4413900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628384"",""catalogNumber"":""M-628384"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären, Olsviks-grundet SSV Mätttinge"",""decimalLatitude"":""58.7855600"",""decimalLongitude"":""17.4413900""}","{""locationDisplayLabel"":""Tvären, Olsviks-grundet, Mätttinge"",""interpretedTokens"":[""Tvären"",""Olsviks-grundet"",""Mätttinge""]}"
GBIF,uppsala-botany,Tvären,58.7733300,17.4238900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628401"",""catalogNumber"":""M-628401"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären, \""på IV:an\"""",""decimalLatitude"":""58.7733300"",""decimalLongitude"":""17.4238900""}","{""locationDisplayLabel"":""Tvären"",""interpretedTokens"":[""Tvären""]}"
GBIF,uppsala-botany,Tvären,58.7733300,17.4238900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628444"",""catalogNumber"":""M-628444"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Tvären, på IV:an"",""decimalLatitude"":""58.7733300"",""decimalLongitude"":""17.4238900""}","{""locationDisplayLabel"":""Tvären"",""interpretedTokens"":[""Tvären""]}"
GBIF,uppsala-botany,Mättingen,58.7866700,17.4461100,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628463"",""catalogNumber"":""M-628463"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Mättingen"",""decimalLatitude"":""58.7866700"",""decimalLongitude"":""17.4461100""}","{""locationDisplayLabel"":""Mättingen"",""interpretedTokens"":[""Mättingen""]}"
GBIF,uppsala-botany,"Bergö bukten, Bergösundet",58.7358300,17.4833300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628476"",""catalogNumber"":""M-628476"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Tystberga"",""locality"":""Bergö bukten vid Bergösundet"",""decimalLatitude"":""58.7358300"",""decimalLongitude"":""17.4833300""}","{""locationDisplayLabel"":""Bergö bukten, Bergösundet"",""interpretedTokens"":[""Bergö bukten"",""Bergösundet""]}"
GBIF,uppsala-botany,"Vässarö-Garpen, Öregrunds mellersta skärgård",60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628500"",""catalogNumber"":""M-628500"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-Garpen, Öregrunds mellersta skärgård"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-Garpen, Öregrunds mellersta skärgård"",""interpretedTokens"":[""Vässarö-Garpen"",""Öregrunds mellersta skärgård""]}"
GBIF,uppsala-botany,Vässarö-Garpen,60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628502"",""catalogNumber"":""M-628502"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-Garpen, dykarstället"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-Garpen"",""interpretedTokens"":[""Vässarö-Garpen""]}"
GBIF,uppsala-botany,"Vässarö-Garpen, Dykarplatsen",60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628503"",""catalogNumber"":""M-628503"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-Garpen, östsidan, Clad. sida, Dykarplatsen"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-Garpen, Dykarplatsen"",""interpretedTokens"":[""Vässarö-Garpen"",""Dykarplatsen""]}"
GBIF,uppsala-botany,"Vässarö-garpen, Dykarstället",60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628504"",""catalogNumber"":""M-628504"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-garpen, östsidan, Clad.sida, Dykarstället"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-garpen, Dykarstället"",""interpretedTokens"":[""Vässarö-garpen"",""Dykarstället""]}"
GBIF,uppsala-botany,"Vässarö-Garpen, Dykarstället",60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628505"",""catalogNumber"":""M-628505"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-Garpen, östsidan, Clad-sidan, Dykarstället"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-Garpen, Dykarstället"",""interpretedTokens"":[""Vässarö-Garpen"",""Dykarstället""]}"
GBIF,uppsala-botany,"Vässarö-Garpen, Dykarstället",60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628506"",""catalogNumber"":""M-628506"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-Garpen, Dykarstället"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-Garpen, Dykarstället"",""interpretedTokens"":[""Vässarö-Garpen"",""Dykarstället""]}"
GBIF,uppsala-botany,"Vässartö-Garpen, Öregrunds mellersta skärgård",60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628509"",""catalogNumber"":""M-628509"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässartö-Garpen, Öregrunds mellersta skärgård"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässartö-Garpen, Öregrunds mellersta skärgård"",""interpretedTokens"":[""Vässartö-Garpen"",""Öregrunds mellersta skärgård""]}"
GBIF,uppsala-botany,Vässarö-garpen,60.2772200,18.7283300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628510"",""catalogNumber"":""M-628510"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Gräsö"",""locality"":""Vässarö-garpen"",""decimalLatitude"":""60.2772200"",""decimalLongitude"":""18.7283300""}","{""locationDisplayLabel"":""Vässarö-garpen"",""interpretedTokens"":[""Vässarö-garpen""]}"
GBIF,uppsala-botany,"Stora Korssten, Lept",60.2044400,18.8480600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628524"",""catalogNumber"":""M-628524"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Singö"",""locality"":""Stora Korssten, östsida SÖ utanför Lept. grottan"",""decimalLatitude"":""60.2044400"",""decimalLongitude"":""18.8480600""}","{""locationDisplayLabel"":""Stora Korssten, Lept"",""interpretedTokens"":[""Stora Korssten"",""Lept""]}"
GBIF,uppsala-botany,Storläget,60.2063900,18.8175000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628534"",""catalogNumber"":""M-628534"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Singö"",""locality"":""Storläget, trål utanför och mellan grundet och ön"",""decimalLatitude"":""60.2063900"",""decimalLongitude"":""18.8175000""}","{""locationDisplayLabel"":""Storläget"",""interpretedTokens"":[""Storläget""]}"
GBIF,uppsala-botany,Storläget,60.2063900,18.8175000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628535"",""catalogNumber"":""M-628535"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Singö"",""locality"":""Storläget, trål utanför och mellan grunde toch ön på sydsidan"",""decimalLatitude"":""60.2063900"",""decimalLongitude"":""18.8175000""}","{""locationDisplayLabel"":""Storläget"",""interpretedTokens"":[""Storläget""]}"
GBIF,uppsala-botany,Storläget,60.2063900,18.8175000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628536"",""catalogNumber"":""M-628536"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Singö"",""locality"":""Storläget"",""decimalLatitude"":""60.2063900"",""decimalLongitude"":""18.8175000""}","{""locationDisplayLabel"":""Storläget"",""interpretedTokens"":[""Storläget""]}"
GBIF,uppsala-botany,"Stockholms skärgård, Gällnö brygga",59.3977800,18.6544400,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628646"",""catalogNumber"":""M-628646"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Stockholms skärgård, Gällnö brygga"",""decimalLatitude"":""59.3977800"",""decimalLongitude"":""18.6544400""}","{""locationDisplayLabel"":""Stockholms skärgård, Gällnö brygga"",""interpretedTokens"":[""Stockholms skärgård"",""Gällnö brygga""]}"
GBIF,uppsala-botany,"Lagnö, Truten",59.5383300,18.8388900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628647"",""catalogNumber"":""M-628647"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Österåker-Östra Ryd"",""locality"":""Lagnö Truten, nordostudden"",""decimalLatitude"":""59.5383300"",""decimalLongitude"":""18.8388900""}","{""locationDisplayLabel"":""Lagnö, Truten"",""interpretedTokens"":[""Lagnö"",""Truten""]}"
GBIF,uppsala-botany,Biskopsudden,59.3202800,18.1241700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628649"",""catalogNumber"":""M-628649"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Stockholm"",""locality"":""Biskopsudden"",""decimalLatitude"":""59.3202800"",""decimalLongitude"":""18.1241700""}","{""locationDisplayLabel"":""Biskopsudden"",""interpretedTokens"":[""Biskopsudden""]}"
GBIF,uppsala-botany,"Augustendal, Blockhusudden",59.3183300,18.1608300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628651"",""catalogNumber"":""M-628651"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Nacka"",""locality"":""Augustendal (mitt emot Blockhusudden)"",""decimalLatitude"":""59.3183300"",""decimalLongitude"":""18.1608300""}","{""locationDisplayLabel"":""Augustendal, Blockhusudden"",""interpretedTokens"":[""Augustendal"",""Blockhusudden""]}"
GBIF,uppsala-botany,"Nyvarp, Stagneudd",59.4088900,18.5066700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628652"",""catalogNumber"":""M-628652"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Nyvarp, Stagneudd"",""decimalLatitude"":""59.4088900"",""decimalLongitude"":""18.5066700""}","{""locationDisplayLabel"":""Nyvarp, Stagneudd"",""interpretedTokens"":[""Nyvarp"",""Stagneudd""]}"
GBIF,uppsala-botany,Hölö,59.0241700,17.5400000,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628653"",""catalogNumber"":""M-628653"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Södermanland"",""county"":""Hölö"",""locality"":""Hölö, äldsta platsen"",""decimalLatitude"":""59.0241700"",""decimalLongitude"":""17.5400000""}","{""locationDisplayLabel"":""Hölö"",""interpretedTokens"":[""Hölö""]}"
GBIF,uppsala-botany,"Skeppsholmen, Sunbeam, Nationalmuseum",59.3244400,18.0891700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628709"",""catalogNumber"":""M-628709"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Stockholm"",""locality"":""Skeppsholmen, vid Sunbeam, mitt emot Nationalmuseum"",""decimalLatitude"":""59.3244400"",""decimalLongitude"":""18.0891700""}","{""locationDisplayLabel"":""Skeppsholmen, Sunbeam, Nationalmuseum"",""interpretedTokens"":[""Skeppsholmen"",""Sunbeam"",""Nationalmuseum""]}"
GBIF,uppsala-botany,"Skägga, Lindalssundet",59.4227800,18.4447200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628710"",""catalogNumber"":""M-628710"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Skägga udd (Lindalssundet)"",""decimalLatitude"":""59.4227800"",""decimalLongitude"":""18.4447200""}","{""locationDisplayLabel"":""Skägga, Lindalssundet"",""interpretedTokens"":[""Skägga"",""Lindalssundet""]}"
GBIF,uppsala-botany,"Åke, Sånga Säby, Långtarmen",59.3650000,17.6572200,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628711"",""catalogNumber"":""M-628711"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Ekerö"",""locality"":""Åke Kronnows sommarställe utanför Sånga Säby, Långtarmen"",""decimalLatitude"":""59.3650000"",""decimalLongitude"":""17.6572200""}","{""locationDisplayLabel"":""Åke, Sånga Säby, Långtarmen"",""interpretedTokens"":[""Åke"",""Sånga Säby"",""Långtarmen""]}"
GBIF,uppsala-botany,Nyvarp,59.4088900,18.5066700,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628712"",""catalogNumber"":""M-628712"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Nyvarp"",""decimalLatitude"":""59.4088900"",""decimalLongitude"":""18.5066700""}","{""locationDisplayLabel"":""Nyvarp"",""interpretedTokens"":[""Nyvarp""]}"
GBIF,uppsala-botany,Stora Berteln,59.4247200,18.4077800,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628713"",""catalogNumber"":""M-628713"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Stora Berteln"",""decimalLatitude"":""59.4247200"",""decimalLongitude"":""18.4077800""}","{""locationDisplayLabel"":""Stora Berteln"",""interpretedTokens"":[""Stora Berteln""]}"
GBIF,uppsala-botany,Ytterby brygga,59.4250000,18.3458300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628714"",""catalogNumber"":""M-628714"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Ytterby brygga, på själva bryggan mot (S)V"",""decimalLatitude"":""59.4250000"",""decimalLongitude"":""18.3458300""}","{""locationDisplayLabel"":""Ytterby brygga"",""interpretedTokens"":[""Ytterby brygga""]}"
GBIF,uppsala-botany,"Ytterby, Nyvarpsfåran",59.4250000,18.3458300,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628715"",""catalogNumber"":""M-628715"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Ytterby, \""Nyvarpsfåran\"""",""decimalLatitude"":""59.4250000"",""decimalLongitude"":""18.3458300""}","{""locationDisplayLabel"":""Ytterby, Nyvarpsfåran"",""interpretedTokens"":[""Ytterby"",""Nyvarpsfåran""]}"
GBIF,uppsala-botany,Gruvudden,59.4166700,18.4163900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628717"",""catalogNumber"":""M-628717"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Värmdö"",""locality"":""Gruvudden"",""decimalLatitude"":""59.4166700"",""decimalLongitude"":""18.4163900""}","{""locationDisplayLabel"":""Gruvudden"",""interpretedTokens"":[""Gruvudden""]}"
GBIF,uppsala-botany,"Riddarfjärden, Stadshuset",59.3280600,18.0738900,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-628721"",""catalogNumber"":""M-628721"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Uppland"",""county"":""Stockholm"",""locality"":""Riddarfjärden, Stadshuset"",""decimalLatitude"":""59.3280600"",""decimalLongitude"":""18.0738900""}","{""locationDisplayLabel"":""Riddarfjärden, Stadshuset"",""interpretedTokens"":[""Riddarfjärden"",""Stadshuset""]}"
GBIF,uppsala-botany,"Fjällbacka skärgård, Fläskö",58.5819400,11.2180600,"{""institutionCode"":""UPS"",""collectionCode"":""BOT"",""occurrenceID"":""UPS:BOT:M-633481"",""catalogNumber"":""M-633481"",""continent"":""Europe"",""country"":""Sweden"",""stateProvince"":""Bohuslän"",""county"":""Kville"",""locality"":""Fjällbacka skärgård, Fläskö"",""decimalLatitude"":""58.5819400"",""decimalLongitude"":""11.2180600""}","{""locationDisplayLabel"":""Fjällbacka skärgård, Fläskö"",""interpretedTokens"":[""Fjällbacka skärgård"",""Fläskö""]}"
